index,Disease,Disease_Code,State,Year,Gender,Age,Age_Code,STD_Cases,Population,Rate_per_100K
5333,Chlamydia,274,Oklahoma,2003,Male,30-34 years,30-34,151,115775,130.43
5334,Chlamydia,274,Oklahoma,2003,Male,35-39 years,35-39,57,114944,49.59
5335,Chlamydia,274,Oklahoma,2003,Male,40+ years,40+,55,731634,7.52
5336,Chlamydia,274,Oklahoma,2004,Male,0-14 years,0-14,10,365610,2.74
5337,Chlamydia,274,Oklahoma,2004,Male,15-19 years,15-19,609,130049,468.29
5338,Chlamydia,274,Oklahoma,2004,Male,20-24 years,20-24,907,145604,622.92
5339,Chlamydia,274,Oklahoma,2004,Male,25-29 years,25-29,316,124739,253.33
5340,Chlamydia,274,Oklahoma,2004,Male,30-34 years,30-34,146,116126,125.73
5341,Chlamydia,274,Oklahoma,2004,Male,35-39 years,35-39,59,113191,52.12
5342,Chlamydia,274,Oklahoma,2004,Male,40+ years,40+,82,744946,11.01
5343,Chlamydia,274,Oklahoma,2005,Male,0-14 years,0-14,16,362040,4.42
5344,Chlamydia,274,Oklahoma,2005,Male,15-19 years,15-19,685,129453,529.15
5345,Chlamydia,274,Oklahoma,2005,Male,20-24 years,20-24,1160,144631,802.04
5346,Chlamydia,274,Oklahoma,2005,Male,25-29 years,25-29,537,129518,414.61
5347,Chlamydia,274,Oklahoma,2005,Male,30-34 years,30-34,216,116113,186.03
5348,Chlamydia,274,Oklahoma,2005,Male,35-39 years,35-39,78,113412,68.78
5349,Chlamydia,274,Oklahoma,2005,Male,40+ years,40+,107,758107,14.11
5350,Chlamydia,274,Oklahoma,2006,Male,0-14 years,0-14,21,379298,5.54
5351,Chlamydia,274,Oklahoma,2006,Male,15-19 years,15-19,865,129546,667.72
5352,Chlamydia,274,Oklahoma,2006,Male,20-24 years,20-24,1372,142305,964.13
5353,Chlamydia,274,Oklahoma,2006,Male,25-29 years,25-29,596,132206,450.81
5354,Chlamydia,274,Oklahoma,2006,Male,30-34 years,30-34,210,111571,188.22
5355,Chlamydia,274,Oklahoma,2006,Male,35-39 years,35-39,123,114393,107.52
5356,Chlamydia,274,Oklahoma,2006,Male,40+ years,40+,127,755195,16.82
5357,Chlamydia,274,Oklahoma,2007,Male,0-14 years,0-14,6,382459,1.57
5358,Chlamydia,274,Oklahoma,2007,Male,15-19 years,15-19,881,131171,671.64
5359,Chlamydia,274,Oklahoma,2007,Male,20-24 years,20-24,1394,144077,967.54
5360,Chlamydia,274,Oklahoma,2007,Male,25-29 years,25-29,641,139631,459.07
5361,Chlamydia,274,Oklahoma,2007,Male,30-34 years,30-34,240,112292,213.73
5362,Chlamydia,274,Oklahoma,2007,Male,35-39 years,35-39,127,115763,109.71
5363,Chlamydia,274,Oklahoma,2007,Male,40+ years,40+,110,762095,14.43
5364,Chlamydia,274,Oklahoma,2008,Male,0-14 years,0-14,19,387029,4.91
5365,Chlamydia,274,Oklahoma,2008,Male,15-19 years,15-19,841,130238,645.74
5366,Chlamydia,274,Oklahoma,2008,Male,20-24 years,20-24,1550,141925,1092.13
5367,Chlamydia,274,Oklahoma,2008,Male,25-29 years,25-29,661,140754,469.61
5368,Chlamydia,274,Oklahoma,2008,Male,30-34 years,30-34,279,113910,244.93
5369,Chlamydia,274,Oklahoma,2008,Male,35-39 years,35-39,132,115554,114.23
5370,Chlamydia,274,Oklahoma,2008,Male,40+ years,40+,123,769431,15.99
5371,Chlamydia,274,Oklahoma,2008,Male,Unknown,99,1,,
5372,Chlamydia,274,Oklahoma,2009,Male,0-14 years,0-14,21,393735,5.33
5373,Chlamydia,274,Oklahoma,2009,Male,15-19 years,15-19,999,132771,752.42
5374,Chlamydia,274,Oklahoma,2009,Male,20-24 years,20-24,1570,146464,1071.94
5375,Chlamydia,274,Oklahoma,2009,Male,25-29 years,25-29,759,141717,535.57
5376,Chlamydia,274,Oklahoma,2009,Male,30-34 years,30-34,283,117434,240.99
5377,Chlamydia,274,Oklahoma,2009,Male,35-39 years,35-39,119,115329,103.18
5378,Chlamydia,274,Oklahoma,2009,Male,40+ years,40+,124,774524,16.01
5379,Chlamydia,274,Oklahoma,2009,Male,Unknown,99,4,,
5380,Chlamydia,274,Oklahoma,2010,Male,0-14 years,0-14,16,397878,4.02
5381,Chlamydia,274,Oklahoma,2010,Male,15-19 years,15-19,964,135644,710.68
5382,Chlamydia,274,Oklahoma,2010,Male,20-24 years,20-24,1684,137934,1220.87
5383,Chlamydia,274,Oklahoma,2010,Male,25-29 years,25-29,769,135908,565.82
5384,Chlamydia,274,Oklahoma,2010,Male,30-34 years,30-34,305,122914,248.14
5385,Chlamydia,274,Oklahoma,2010,Male,35-39 years,35-39,147,117446,125.16
5386,Chlamydia,274,Oklahoma,2010,Male,40+ years,40+,110,809253,13.59
5387,Chlamydia,274,Oklahoma,2010,Male,Unknown,99,2,,
5388,Chlamydia,274,Oklahoma,2011,Male,0-14 years,0-14,14,401626,3.49
5389,Chlamydia,274,Oklahoma,2011,Male,15-19 years,15-19,839,134353,624.47
5390,Chlamydia,274,Oklahoma,2011,Male,20-24 years,20-24,1689,143154,1179.85
5391,Chlamydia,274,Oklahoma,2011,Male,25-29 years,25-29,759,136048,557.89
5392,Chlamydia,274,Oklahoma,2011,Male,30-34 years,30-34,312,126858,245.94
5393,Chlamydia,274,Oklahoma,2011,Male,35-39 years,35-39,118,115004,102.61
5394,Chlamydia,274,Oklahoma,2011,Male,40+ years,40+,117,820706,14.26
5395,Chlamydia,274,Oklahoma,2011,Male,Unknown,99,3,,
5396,Chlamydia,274,Oklahoma,2012,Male,0-14 years,0-14,8,402606,1.99
5397,Chlamydia,274,Oklahoma,2012,Male,15-19 years,15-19,964,132020,730.19
5398,Chlamydia,274,Oklahoma,2012,Male,20-24 years,20-24,1977,147338,1341.81
5399,Chlamydia,274,Oklahoma,2012,Male,25-29 years,25-29,858,134969,635.7
5400,Chlamydia,274,Oklahoma,2012,Male,30-34 years,30-34,381,130283,292.44
5401,Chlamydia,274,Oklahoma,2012,Male,35-39 years,35-39,165,115449,142.92
5402,Chlamydia,274,Oklahoma,2012,Male,40+ years,40+,145,827160,17.53
5403,Chlamydia,274,Oklahoma,2013,Male,0-14 years,0-14,20,406583,4.92
5404,Chlamydia,274,Oklahoma,2013,Male,15-19 years,15-19,1031,132478,778.24
5405,Chlamydia,274,Oklahoma,2013,Male,20-24 years,20-24,2202,149002,1477.83
5406,Chlamydia,274,Oklahoma,2013,Male,25-29 years,25-29,1091,133494,817.26
5407,Chlamydia,274,Oklahoma,2013,Male,30-34 years,30-34,464,133619,347.26
5408,Chlamydia,274,Oklahoma,2013,Male,35-39 years,35-39,223,117558,189.69
5409,Chlamydia,274,Oklahoma,2013,Male,40+ years,40+,182,834558,21.81
5410,Chlamydia,274,Oklahoma,2014,Male,0-14 years,0-14,13,406583,3.2
5411,Chlamydia,274,Oklahoma,2014,Male,15-19 years,15-19,1118,132478,843.91
5412,Chlamydia,274,Oklahoma,2014,Male,20-24 years,20-24,2435,149002,1634.21
5413,Chlamydia,274,Oklahoma,2014,Male,25-29 years,25-29,1234,133494,924.39
5414,Chlamydia,274,Oklahoma,2014,Male,30-34 years,30-34,538,133619,402.64
5415,Chlamydia,274,Oklahoma,2014,Male,35-39 years,35-39,244,117558,207.56
5416,Chlamydia,274,Oklahoma,2014,Male,40+ years,40+,220,834558,26.36
5417,Chlamydia,274,Oregon,1996,Male,0-14 years,0-14,20,345296,5.79
5418,Chlamydia,274,Oregon,1996,Male,15-19 years,15-19,413,119137,346.66
5419,Chlamydia,274,Oregon,1996,Male,20-24 years,20-24,467,104300,447.75
5420,Chlamydia,274,Oregon,1996,Male,25-29 years,25-29,263,114339,230.02
5421,Chlamydia,274,Oregon,1996,Male,30-34 years,30-34,86,122657,70.11
5422,Chlamydia,274,Oregon,1996,Male,35-39 years,35-39,50,134993,37.04
5423,Chlamydia,274,Oregon,1996,Male,40+ years,40+,52,663805,7.83
5424,Chlamydia,274,Oregon,1996,Male,Unknown,99,12,,
5425,Chlamydia,274,Oregon,1997,Male,0-14 years,0-14,10,350092,2.86
5426,Chlamydia,274,Oregon,1997,Male,15-19 years,15-19,394,122572,321.44
5427,Chlamydia,274,Oregon,1997,Male,20-24 years,20-24,508,107655,471.88
5428,Chlamydia,274,Oregon,1997,Male,25-29 years,25-29,263,116712,225.34
5429,Chlamydia,274,Oregon,1997,Male,30-34 years,30-34,119,120842,98.48
5430,Chlamydia,274,Oregon,1997,Male,35-39 years,35-39,60,134408,44.64
5431,Chlamydia,274,Oregon,1997,Male,40+ years,40+,63,682028,9.24
5432,Chlamydia,274,Oregon,1997,Male,Unknown,99,4,,
5433,Chlamydia,274,Oregon,1998,Male,0-14 years,0-14,11,353692,3.11
5434,Chlamydia,274,Oregon,1998,Male,15-19 years,15-19,426,124881,341.12
5435,Chlamydia,274,Oregon,1998,Male,20-24 years,20-24,574,111357,515.46
5436,Chlamydia,274,Oregon,1998,Male,25-29 years,25-29,286,118593,241.16
5437,Chlamydia,274,Oregon,1998,Male,30-34 years,30-34,129,119632,107.83
5438,Chlamydia,274,Oregon,1998,Male,35-39 years,35-39,66,133087,49.59
5439,Chlamydia,274,Oregon,1998,Male,40+ years,40+,56,697948,8.02
5440,Chlamydia,274,Oregon,1999,Male,0-14 years,0-14,7,356658,1.96
5441,Chlamydia,274,Oregon,1999,Male,15-19 years,15-19,468,125591,372.64
5442,Chlamydia,274,Oregon,1999,Male,20-24 years,20-24,600,115432,519.79
5443,Chlamydia,274,Oregon,1999,Male,25-29 years,25-29,303,120080,252.33
5444,Chlamydia,274,Oregon,1999,Male,30-34 years,30-34,149,120453,123.7
5445,Chlamydia,274,Oregon,1999,Male,35-39 years,35-39,66,131316,50.26
5446,Chlamydia,274,Oregon,1999,Male,40+ years,40+,72,712185,10.11
5447,Chlamydia,274,Oregon,2000,Male,0-14 years,0-14,9,362358,2.48
5448,Chlamydia,274,Oregon,2000,Male,15-19 years,15-19,463,125648,368.49
5449,Chlamydia,274,Oregon,2000,Male,20-24 years,20-24,764,118213,646.29
5450,Chlamydia,274,Oregon,2000,Male,25-29 years,25-29,369,120262,306.83
5451,Chlamydia,274,Oregon,2000,Male,30-34 years,30-34,148,122877,120.45
5452,Chlamydia,274,Oregon,2000,Male,35-39 years,35-39,78,127986,60.94
5453,Chlamydia,274,Oregon,2000,Male,40+ years,40+,84,724407,11.6
5454,Chlamydia,274,Oregon,2001,Male,0-14 years,0-14,8,361425,2.21
5455,Chlamydia,274,Oregon,2001,Male,15-19 years,15-19,500,126059,396.64
5456,Chlamydia,274,Oregon,2001,Male,20-24 years,20-24,721,120112,600.27
5457,Chlamydia,274,Oregon,2001,Male,25-29 years,25-29,393,120349,326.55
5458,Chlamydia,274,Oregon,2001,Male,30-34 years,30-34,187,127282,146.92
5459,Chlamydia,274,Oregon,2001,Male,35-39 years,35-39,86,126632,67.91
5460,Chlamydia,274,Oregon,2001,Male,40+ years,40+,117,741519,15.78
5461,Chlamydia,274,Oregon,2002,Male,0-14 years,0-14,8,362092,2.21
5462,Chlamydia,274,Oregon,2002,Male,15-19 years,15-19,362,126270,286.69
5463,Chlamydia,274,Oregon,2002,Male,20-24 years,20-24,774,122563,631.51
5464,Chlamydia,274,Oregon,2002,Male,25-29 years,25-29,432,120871,357.41
5465,Chlamydia,274,Oregon,2002,Male,30-34 years,30-34,186,131289,141.67
5466,Chlamydia,274,Oregon,2002,Male,35-39 years,35-39,106,125982,84.14
5467,Chlamydia,274,Oregon,2002,Male,40+ years,40+,108,758788,14.23
5468,Chlamydia,274,Oregon,2003,Male,0-14 years,0-14,7,359837,1.95
5469,Chlamydia,274,Oregon,2003,Male,15-19 years,15-19,400,125308,319.21
5470,Chlamydia,274,Oregon,2003,Male,20-24 years,20-24,816,127629,639.35
5471,Chlamydia,274,Oregon,2003,Male,25-29 years,25-29,445,125937,353.35
5472,Chlamydia,274,Oregon,2003,Male,30-34 years,30-34,212,133131,159.24
5473,Chlamydia,274,Oregon,2003,Male,35-39 years,35-39,83,125118,66.34
5474,Chlamydia,274,Oregon,2003,Male,40+ years,40+,135,771518,17.5
5475,Chlamydia,274,Oregon,2004,Male,0-14 years,0-14,8,360796,2.22
5476,Chlamydia,274,Oregon,2004,Male,15-19 years,15-19,494,125775,392.76
5477,Chlamydia,274,Oregon,2004,Male,20-24 years,20-24,939,129111,727.28
5478,Chlamydia,274,Oregon,2004,Male,25-29 years,25-29,580,128800,450.31
5479,Chlamydia,274,Oregon,2004,Male,30-34 years,30-34,264,133212,198.18
5480,Chlamydia,274,Oregon,2004,Male,35-39 years,35-39,139,125974,110.34
5481,Chlamydia,274,Oregon,2004,Male,40+ years,40+,176,783101,22.47
5482,Chlamydia,274,Oregon,2005,Male,0-14 years,0-14,15,357831,4.19
5483,Chlamydia,274,Oregon,2005,Male,15-19 years,15-19,508,127351,398.9
5484,Chlamydia,274,Oregon,2005,Male,20-24 years,20-24,1069,130464,819.38
5485,Chlamydia,274,Oregon,2005,Male,25-29 years,25-29,596,132438,450.02
5486,Chlamydia,274,Oregon,2005,Male,30-34 years,30-34,315,133110,236.65
5487,Chlamydia,274,Oregon,2005,Male,35-39 years,35-39,161,129970,123.88
5488,Chlamydia,274,Oregon,2005,Male,40+ years,40+,160,799747,20.01
5489,Chlamydia,274,Oregon,2006,Male,0-14 years,0-14,12,359164,3.34
5490,Chlamydia,274,Oregon,2006,Male,15-19 years,15-19,539,126467,426.2
5491,Chlamydia,274,Oregon,2006,Male,20-24 years,20-24,1127,127846,881.53
5492,Chlamydia,274,Oregon,2006,Male,25-29 years,25-29,642,140173,458
5493,Chlamydia,274,Oregon,2006,Male,30-34 years,30-34,319,127636,249.93
5494,Chlamydia,274,Oregon,2006,Male,35-39 years,35-39,168,130221,129.01
5495,Chlamydia,274,Oregon,2006,Male,40+ years,40+,185,828181,22.34
5496,Chlamydia,274,Oregon,2007,Male,0-14 years,0-14,9,362089,2.49
5497,Chlamydia,274,Oregon,2007,Male,15-19 years,15-19,549,127740,429.78
5498,Chlamydia,274,Oregon,2007,Male,20-24 years,20-24,1093,124329,879.12
5499,Chlamydia,274,Oregon,2007,Male,25-29 years,25-29,629,142206,442.32
5500,Chlamydia,274,Oregon,2007,Male,30-34 years,30-34,297,128758,230.66
5501,Chlamydia,274,Oregon,2007,Male,35-39 years,35-39,184,132558,138.81
5502,Chlamydia,274,Oregon,2007,Male,40+ years,40+,198,844459,23.45
5503,Chlamydia,274,Oregon,2008,Male,0-14 years,0-14,9,366005,2.46
5504,Chlamydia,274,Oregon,2008,Male,15-19 years,15-19,705,127205,554.22
5505,Chlamydia,274,Oregon,2008,Male,20-24 years,20-24,1150,123929,927.95
5506,Chlamydia,274,Oregon,2008,Male,25-29 years,25-29,732,142171,514.87
5507,Chlamydia,274,Oregon,2008,Male,30-34 years,30-34,320,131876,242.65
5508,Chlamydia,274,Oregon,2008,Male,35-39 years,35-39,190,132705,143.18
5509,Chlamydia,274,Oregon,2008,Male,40+ years,40+,205,858840,23.87
5510,Chlamydia,274,Oregon,2009,Male,0-14 years,0-14,16,369758,4.33
5511,Chlamydia,274,Oregon,2009,Male,15-19 years,15-19,728,128945,564.58
5512,Chlamydia,274,Oregon,2009,Male,20-24 years,20-24,1218,133140,914.83
5513,Chlamydia,274,Oregon,2009,Male,25-29 years,25-29,690,137821,500.65
5514,Chlamydia,274,Oregon,2009,Male,30-34 years,30-34,353,129275,273.06
5515,Chlamydia,274,Oregon,2009,Male,35-39 years,35-39,153,131303,116.52
5516,Chlamydia,274,Oregon,2009,Male,40+ years,40+,203,866812,23.42
5517,Chlamydia,274,Oregon,2010,Male,0-14 years,0-14,12,367105,3.27
5518,Chlamydia,274,Oregon,2010,Male,15-19 years,15-19,764,130677,584.65
5519,Chlamydia,274,Oregon,2010,Male,20-24 years,20-24,1369,128461,1065.69
5520,Chlamydia,274,Oregon,2010,Male,25-29 years,25-29,773,133636,578.44
5521,Chlamydia,274,Oregon,2010,Male,30-34 years,30-34,424,131139,323.32
5522,Chlamydia,274,Oregon,2010,Male,35-39 years,35-39,206,127827,161.16
5523,Chlamydia,274,Oregon,2010,Male,40+ years,40+,237,877157,27.02
5524,Chlamydia,274,Oregon,2010,Male,Unknown,99,1,,
5525,Chlamydia,274,Oregon,2011,Male,0-14 years,0-14,12,366325,3.28
5526,Chlamydia,274,Oregon,2011,Male,15-19 years,15-19,826,128252,644.04
5527,Chlamydia,274,Oregon,2011,Male,20-24 years,20-24,1599,133005,1202.21
5528,Chlamydia,274,Oregon,2011,Male,25-29 years,25-29,817,133775,610.73
5529,Chlamydia,274,Oregon,2011,Male,30-34 years,30-34,399,134386,296.91
5530,Chlamydia,274,Oregon,2011,Male,35-39 years,35-39,196,125396,156.31
5531,Chlamydia,274,Oregon,2011,Male,40+ years,40+,304,895481,33.95
5532,Chlamydia,274,Oregon,2011,Male,Unknown,99,1,,
5533,Chlamydia,274,Oregon,2012,Male,0-14 years,0-14,8,364680,2.19
5534,Chlamydia,274,Oregon,2012,Male,15-19 years,15-19,789,126677,622.84
5535,Chlamydia,274,Oregon,2012,Male,20-24 years,20-24,1510,135209,1116.79
5536,Chlamydia,274,Oregon,2012,Male,25-29 years,25-29,770,132643,580.51
5537,Chlamydia,274,Oregon,2012,Male,30-34 years,30-34,440,136689,321.9
5538,Chlamydia,274,Oregon,2012,Male,35-39 years,35-39,206,125932,163.58
5539,Chlamydia,274,Oregon,2012,Male,40+ years,40+,301,908882,33.12
5540,Chlamydia,274,Oregon,2012,Male,Unknown,99,4,,
5541,Chlamydia,274,Oregon,2013,Male,0-14 years,0-14,21,363388,5.78
5542,Chlamydia,274,Oregon,2013,Male,15-19 years,15-19,685,126014,543.59
5543,Chlamydia,274,Oregon,2013,Male,20-24 years,20-24,1460,135855,1074.68
5544,Chlamydia,274,Oregon,2013,Male,25-29 years,25-29,929,132385,701.74
5545,Chlamydia,274,Oregon,2013,Male,30-34 years,30-34,526,137957,381.28
5546,Chlamydia,274,Oregon,2013,Male,35-39 years,35-39,243,128329,189.36
5547,Chlamydia,274,Oregon,2013,Male,40+ years,40+,378,920482,41.07
5548,Chlamydia,274,Oregon,2013,Male,Unknown,99,1,,
5549,Chlamydia,274,Oregon,2014,Male,0-14 years,0-14,9,363388,2.48
5550,Chlamydia,274,Oregon,2014,Male,15-19 years,15-19,787,126014,624.53
5551,Chlamydia,274,Oregon,2014,Male,20-24 years,20-24,1626,135855,1196.86
5552,Chlamydia,274,Oregon,2014,Male,25-29 years,25-29,1081,132385,816.56
5553,Chlamydia,274,Oregon,2014,Male,30-34 years,30-34,622,137957,450.87
5554,Chlamydia,274,Oregon,2014,Male,35-39 years,35-39,348,128329,271.18
5555,Chlamydia,274,Oregon,2014,Male,40+ years,40+,474,920482,51.49
5556,Chlamydia,274,Oregon,2014,Male,Unknown,99,6,,
5557,Chlamydia,274,Pennsylvania,1996,Male,0-14 years,0-14,55,1253896,4.39
5558,Chlamydia,274,Pennsylvania,1996,Male,15-19 years,15-19,620,416367,148.91
5559,Chlamydia,274,Pennsylvania,1996,Male,20-24 years,20-24,625,377990,165.35
5560,Chlamydia,274,Pennsylvania,1996,Male,25-29 years,25-29,329,413961,79.48
5561,Chlamydia,274,Pennsylvania,1996,Male,30-34 years,30-34,178,439391,40.51
5562,Chlamydia,274,Pennsylvania,1996,Male,35-39 years,35-39,87,500290,17.39
5563,Chlamydia,274,Pennsylvania,1996,Male,40+ years,40+,94,2480926,3.79
5564,Chlamydia,274,Pennsylvania,1996,Male,Unknown,99,61,,
5565,Chlamydia,274,Pennsylvania,1997,Male,0-14 years,0-14,30,1251571,2.4
5566,Chlamydia,274,Pennsylvania,1997,Male,15-19 years,15-19,791,423810,186.64
5567,Chlamydia,274,Pennsylvania,1997,Male,20-24 years,20-24,912,368791,247.29
5568,Chlamydia,274,Pennsylvania,1997,Male,25-29 years,25-29,418,408601,102.3
5569,Chlamydia,274,Pennsylvania,1997,Male,30-34 years,30-34,193,424424,45.47
5570,Chlamydia,274,Pennsylvania,1997,Male,35-39 years,35-39,84,493401,17.02
5571,Chlamydia,274,Pennsylvania,1997,Male,40+ years,40+,94,2519755,3.73
5572,Chlamydia,274,Pennsylvania,1997,Male,Unknown,99,58,,
5573,Chlamydia,274,Pennsylvania,1998,Male,0-14 years,0-14,47,1249084,3.76
5574,Chlamydia,274,Pennsylvania,1998,Male,15-19 years,15-19,1107,430741,257
5575,Chlamydia,274,Pennsylvania,1998,Male,20-24 years,20-24,1374,367237,374.14
5576,Chlamydia,274,Pennsylvania,1998,Male,25-29 years,25-29,599,396005,151.26
5577,Chlamydia,274,Pennsylvania,1998,Male,30-34 years,30-34,288,414692,69.45
5578,Chlamydia,274,Pennsylvania,1998,Male,35-39 years,35-39,182,483658,37.63
5579,Chlamydia,274,Pennsylvania,1998,Male,40+ years,40+,150,2559702,5.86
5580,Chlamydia,274,Pennsylvania,1998,Male,Unknown,99,5,,
5581,Chlamydia,274,Pennsylvania,1999,Male,0-14 years,0-14,54,1244080,4.34
5582,Chlamydia,274,Pennsylvania,1999,Male,15-19 years,15-19,1288,432782,297.61
5583,Chlamydia,274,Pennsylvania,1999,Male,20-24 years,20-24,1642,370200,443.54
5584,Chlamydia,274,Pennsylvania,1999,Male,25-29 years,25-29,749,379539,197.34
5585,Chlamydia,274,Pennsylvania,1999,Male,30-34 years,30-34,378,410711,92.04
5586,Chlamydia,274,Pennsylvania,1999,Male,35-39 years,35-39,194,475797,40.77
5587,Chlamydia,274,Pennsylvania,1999,Male,40+ years,40+,226,2603632,8.68
5588,Chlamydia,274,Pennsylvania,1999,Male,Unknown,99,12,,
5589,Chlamydia,274,Pennsylvania,2000,Male,0-14 years,0-14,81,1227750,6.6
5590,Chlamydia,274,Pennsylvania,2000,Male,15-19 years,15-19,1593,431995,368.75
5591,Chlamydia,274,Pennsylvania,2000,Male,20-24 years,20-24,1764,379103,465.31
5592,Chlamydia,274,Pennsylvania,2000,Male,25-29 years,25-29,769,363012,211.84
5593,Chlamydia,274,Pennsylvania,2000,Male,30-34 years,30-34,397,411228,96.54
5594,Chlamydia,274,Pennsylvania,2000,Male,35-39 years,35-39,253,467100,54.16
5595,Chlamydia,274,Pennsylvania,2000,Male,40+ years,40+,208,2652641,7.84
5596,Chlamydia,274,Pennsylvania,2000,Male,Unknown,99,26,,
5597,Chlamydia,274,Pennsylvania,2001,Male,0-14 years,0-14,61,1216586,5.01
5598,Chlamydia,274,Pennsylvania,2001,Male,15-19 years,15-19,1717,431501,397.91
5599,Chlamydia,274,Pennsylvania,2001,Male,20-24 years,20-24,2094,396478,528.15
5600,Chlamydia,274,Pennsylvania,2001,Male,25-29 years,25-29,862,350603,245.86
5601,Chlamydia,274,Pennsylvania,2001,Male,30-34 years,30-34,471,407656,115.54
5602,Chlamydia,274,Pennsylvania,2001,Male,35-39 years,35-39,238,455742,52.22
5603,Chlamydia,274,Pennsylvania,2001,Male,40+ years,40+,285,2687533,10.6
5604,Chlamydia,274,Pennsylvania,2001,Male,Unknown,99,114,,
5605,Chlamydia,274,Pennsylvania,2002,Male,0-14 years,0-14,586,1203967,48.67
5606,Chlamydia,274,Pennsylvania,2002,Male,15-19 years,15-19,2201,432959,508.36
5607,Chlamydia,274,Pennsylvania,2002,Male,20-24 years,20-24,2800,409585,683.62
5608,Chlamydia,274,Pennsylvania,2002,Male,25-29 years,25-29,1219,345082,353.25
5609,Chlamydia,274,Pennsylvania,2002,Male,30-34 years,30-34,606,404473,149.82
5610,Chlamydia,274,Pennsylvania,2002,Male,35-39 years,35-39,321,445307,72.09
5611,Chlamydia,274,Pennsylvania,2002,Male,40+ years,40+,404,2724766,14.83
5612,Chlamydia,274,Pennsylvania,2002,Male,Unknown,99,107,,
5613,Chlamydia,274,Pennsylvania,2003,Male,0-14 years,0-14,122,1185331,10.29
5614,Chlamydia,274,Pennsylvania,2003,Male,15-19 years,15-19,2851,436859,652.61
5615,Chlamydia,274,Pennsylvania,2003,Male,20-24 years,20-24,3378,423750,797.17
5616,Chlamydia,274,Pennsylvania,2003,Male,25-29 years,25-29,1448,349823,413.92
5617,Chlamydia,274,Pennsylvania,2003,Male,30-34 years,30-34,721,389941,184.9
5618,Chlamydia,274,Pennsylvania,2003,Male,35-39 years,35-39,460,433141,106.2
5619,Chlamydia,274,Pennsylvania,2003,Male,40+ years,40+,528,2769437,19.07
5620,Chlamydia,274,Pennsylvania,2003,Male,Unknown,99,174,,
5621,Chlamydia,274,Pennsylvania,2004,Male,0-14 years,0-14,101,1184750,8.53
5622,Chlamydia,274,Pennsylvania,2004,Male,15-19 years,15-19,2857,442251,646.01
5623,Chlamydia,274,Pennsylvania,2004,Male,20-24 years,20-24,3691,426098,866.23
5624,Chlamydia,274,Pennsylvania,2004,Male,25-29 years,25-29,1761,360977,487.84
5625,Chlamydia,274,Pennsylvania,2004,Male,30-34 years,30-34,818,376997,216.98
5626,Chlamydia,274,Pennsylvania,2004,Male,35-39 years,35-39,455,421064,108.06
5627,Chlamydia,274,Pennsylvania,2004,Male,40+ years,40+,542,2801525,19.35
5628,Chlamydia,274,Pennsylvania,2004,Male,Unknown,99,57,,
5629,Chlamydia,274,Pennsylvania,2005,Male,0-14 years,0-14,98,1169774,8.38
5630,Chlamydia,274,Pennsylvania,2005,Male,15-19 years,15-19,2912,447139,651.25
5631,Chlamydia,274,Pennsylvania,2005,Male,20-24 years,20-24,3603,425071,847.62
5632,Chlamydia,274,Pennsylvania,2005,Male,25-29 years,25-29,1719,375573,457.7
5633,Chlamydia,274,Pennsylvania,2005,Male,30-34 years,30-34,780,363012,214.87
5634,Chlamydia,274,Pennsylvania,2005,Male,35-39 years,35-39,453,414466,109.3
5635,Chlamydia,274,Pennsylvania,2005,Male,40+ years,40+,528,2835138,18.62
5636,Chlamydia,274,Pennsylvania,2005,Male,Unknown,99,35,,
5637,Chlamydia,274,Pennsylvania,2006,Male,0-14 years,0-14,121,1161545,10.42
5638,Chlamydia,274,Pennsylvania,2006,Male,15-19 years,15-19,3156,457309,690.12
5639,Chlamydia,274,Pennsylvania,2006,Male,20-24 years,20-24,3849,428586,898.07
5640,Chlamydia,274,Pennsylvania,2006,Male,25-29 years,25-29,1864,372673,500.17
5641,Chlamydia,274,Pennsylvania,2006,Male,30-34 years,30-34,896,362961,246.86
5642,Chlamydia,274,Pennsylvania,2006,Male,35-39 years,35-39,474,416697,113.75
5643,Chlamydia,274,Pennsylvania,2006,Male,40+ years,40+,609,2847766,21.39
5644,Chlamydia,274,Pennsylvania,2006,Male,Unknown,99,12,,
5645,Chlamydia,274,Pennsylvania,2007,Male,0-14 years,0-14,110,1154937,9.52
5646,Chlamydia,274,Pennsylvania,2007,Male,15-19 years,15-19,3576,456963,782.56
5647,Chlamydia,274,Pennsylvania,2007,Male,20-24 years,20-24,4157,422774,983.27
5648,Chlamydia,274,Pennsylvania,2007,Male,25-29 years,25-29,2009,376114,534.15
5649,Chlamydia,274,Pennsylvania,2007,Male,30-34 years,30-34,897,358707,250.06
5650,Chlamydia,274,Pennsylvania,2007,Male,35-39 years,35-39,495,412521,119.99
5651,Chlamydia,274,Pennsylvania,2007,Male,40+ years,40+,683,2866973,23.82
5652,Chlamydia,274,Pennsylvania,2007,Male,Unknown,99,7,,
5653,Chlamydia,274,Pennsylvania,2008,Male,0-14 years,0-14,79,1147781,6.88
5654,Chlamydia,274,Pennsylvania,2008,Male,15-19 years,15-19,3589,454057,790.43
5655,Chlamydia,274,Pennsylvania,2008,Male,20-24 years,20-24,4251,422312,1006.6
5656,Chlamydia,274,Pennsylvania,2008,Male,25-29 years,25-29,1860,384602,483.62
5657,Chlamydia,274,Pennsylvania,2008,Male,30-34 years,30-34,880,357044,246.47
